game_id,date,game_status,home_name,home_id,home_score,away_name,away_id,away_score,venue_full_name,season_id,game_type,is_postseason,month,day,year
16,2024-01-20 17:30:00+00:00,Final,PWHL Boston,1,1,PWHL New York,4,4,Tsongas Center | Lowell,1,,,1,20,2024
17,2024-01-21 01:00:00+00:00,Final SO,PWHL Montreal,3,3,PWHL Toronto,6,4,Verdun Auditorium | Montreal,1,,,1,21,2024
18,2024-01-24 00:00:00+00:00,Final,PWHL Ottawa,5,3,PWHL Toronto,6,1,TD Place | Ottawa,1,,,1,24,2024
19,2024-01-25 00:00:00+00:00,Final,PWHL Ottawa,5,2,PWHL Boston,1,3,TD Place | Ottawa,1,,,1,25,2024
20,2024-01-25 01:00:00+00:00,Final,PWHL Minnesota,2,1,PWHL Montreal,3,2,Xcel Energy Center | St. Paul,1,,,1,25,2024
21,2024-01-27 00:00:00+00:00,Final,PWHL Toronto,6,2,PWHL New York,4,0,Mattamy Athletic Centre | Toronto,1,,,1,27,2024
22,2024-01-27 20:30:00+00:00,Final 1st OT,PWHL Montreal,3,2,PWHL Ottawa,5,1,Place Bell | Laval,1,,,1,27,2024
23,2024-01-27 21:00:00+00:00,Final 1st OT,PWHL Boston,1,4,PWHL Minnesota,2,3,Tsongas Center | Lowell,1,,,1,27,2024
24,2024-01-28 18:00:00+00:00,Final 1st OT,PWHL New York,4,1,PWHL Minnesota,2,2,Total Mortgage Arena | Bridgeport,1,,,1,28,2024
25,2024-02-03 17:00:00+00:00,Final,PWHL Toronto,6,4,PWHL Minnesota,2,1,Mattamy Athletic Centre | Toronto,1,,,2,3,2024
26,2024-02-04 18:00:00+00:00,Final 1st OT,PWHL Ottawa,5,3,PWHL New York,4,4,TD Place | Ottawa,1,,,2,4,2024
27,2024-02-04 20:30:00+00:00,Final 1st OT,PWHL Boston,1,1,PWHL Montreal,3,2,Tsongas Center | Lowell,1,,,2,4,2024
29,2024-02-15 00:00:00+00:00,Final,PWHL Boston,1,3,PWHL Toronto,6,5,Tsongas Center | Lowell,1,,,2,15,2024
28,2024-02-15 01:00:00+00:00,Final,PWHL Minnesota,2,2,PWHL Ottawa,5,1,Xcel Energy Center | St. Paul,1,,,2,15,2024
30,2024-02-17 00:00:00+00:00,Final,PWHL Toronto,6,3,PWHL Montreal,3,0,Scotiabank Arena | Toronto,1,,,2,17,2024
31,2024-02-17 19:00:00+00:00,Final,PWHL Ottawa,5,1,PWHL Minnesota,2,2,TD Place | Ottawa,1,,,2,17,2024
32,2024-02-17 21:00:00+00:00,Final 1st OT,PWHL Boston,1,1,PWHL New York,4,2,Tsongas Center | Lowell,1,,,2,17,2024
33,2024-02-18 18:00:00+00:00,Final,PWHL Montreal,3,2,PWHL Minnesota,2,1,Place Bell | Laval,1,,,2,18,2024
83,2024-02-19 21:30:00+00:00,Final,PWHL Boston,1,2,PWHL Ottawa,5,4,Tsongas Center | Lowell,1,,,2,19,2024
35,2024-02-22 00:00:00+00:00,Final SO,PWHL New York,4,3,PWHL Montreal,3,2,UBS Arena | Elmont,1,,,2,22,2024
34,2024-02-22 00:00:00+00:00,Final,PWHL Boston,1,3,PWHL Ottawa,5,1,Tsongas Center | Lowell,1,,,2,22,2024
36,2024-02-24 00:00:00+00:00,Final SO,PWHL Toronto,6,2,PWHL New York,4,1,Mattamy Athletic Centre | Toronto,1,,,2,24,2024
37,2024-02-24 19:30:00+00:00,Final,PWHL Montreal,3,6,PWHL Ottawa,5,3,Verdun Auditorium | Montreal,1,,,2,24,2024
38,2024-02-25 21:00:00+00:00,Final,PWHL Minnesota,2,0,PWHL Boston,1,2,Xcel Energy Center | St. Paul,1,,,2,25,2024
40,2024-02-28 01:00:00+00:00,Final 1st OT,PWHL Minnesota,2,3,PWHL Toronto,6,4,3M Arena at Mariucci | Minneapolis,1,,,2,28,2024
39,2024-02-29 00:00:00+00:00,Final,PWHL Ottawa,5,4,PWHL New York,4,2,TD Place | Ottawa,1,,,2,29,2024
41,2024-03-02 20:30:00+00:00,Final,PWHL Ottawa,5,2,PWHL Toronto,6,5,TD Place | Ottawa,1,,,3,2,2024
42,2024-03-02 21:00:00+00:00,Final,PWHL Montreal,3,3,PWHL Boston,1,1,Verdun Auditorium | Montreal,1,,,3,2,2024
43,2024-03-03 17:30:00+00:00,Final,PWHL New York,4,0,PWHL Minnesota,2,2,UBS Arena | Elmont,1,,,3,3,2024
44,2024-03-06 01:00:00+00:00,Final SO,PWHL Minnesota,2,4,PWHL Ottawa,5,3,Xcel Energy Center | St. Paul,1,,,3,6,2024
46,2024-03-07 00:00:00+00:00,Final,PWHL New York,4,3,PWHL Montreal,3,4,Total Mortgage Arena | Bridgeport,1,,,3,7,2024
45,2024-03-07 00:00:00+00:00,Final,PWHL Toronto,6,3,PWHL Boston,1,1,Mattamy Athletic Centre | Toronto,1,,,3,7,2024
47,2024-03-09 00:00:00+00:00,Final,PWHL Toronto,6,3,PWHL Montreal,3,0,Mattamy Athletic Centre | Toronto,1,,,3,9,2024
48,2024-03-10 19:00:00+00:00,Final 1st OT,PWHL Boston,1,3,PWHL New York,4,2,Tsongas Center | Lowell,1,,,3,10,2024
49,2024-03-10 20:00:00+00:00,Final,PWHL Montreal,3,2,PWHL Ottawa,5,4,Place Bell | Laval,1,,,3,10,2024
50,2024-03-14 00:00:00+00:00,Final,PWHL Minnesota,2,4,PWHL Boston,1,0,Xcel Energy Center | St. Paul,1,,,3,14,2024
51,2024-03-16 19:30:00+00:00,Final,PWHL Minnesota,2,5,PWHL New York,4,1,Xcel Energy Center | St. Paul,1,,,3,16,2024
65,2024-03-16 22:00:00+00:00,Final SO,PWHL Boston,1,2,PWHL Ottawa,5,1,Little Caesars Arena | Detroit,1,,,3,16,2024
66,2024-03-17 16:30:00+00:00,Final,PWHL Montreal,3,1,PWHL Toronto,6,2,PPG Paints Arena | Pittsburgh,1,,,3,17,2024
52,2024-03-20 23:00:00+00:00,Final,PWHL Toronto,6,2,PWHL Boston,1,1,Mattamy Athletic Centre | Toronto,1,,,3,20,2024
53,2024-03-20 23:00:00+00:00,Final,PWHL New York,4,0,PWHL Ottawa,5,3,Total Mortgage Arena | Bridgeport,1,,,3,20,2024
54,2024-03-23 17:00:00+00:00,Final,PWHL Ottawa,5,5,PWHL Toronto,6,3,TD Place | Ottawa,1,,,3,23,2024
55,2024-03-24 20:00:00+00:00,Final SO,PWHL Minnesota,2,3,PWHL Montreal,3,2,Xcel Energy Center | St. Paul,1,,,3,24,2024
56,2024-03-25 23:00:00+00:00,Final,PWHL New York,4,3,PWHL Boston,1,2,UBS Arena | Elmont,1,,,3,25,2024
57,2024-04-18 23:00:00+00:00,Final,PWHL Boston,1,2,PWHL Toronto,6,1,Tsongas Center | Lowell,1,,,4,18,2024
58,2024-04-18 23:00:00+00:00,Final,PWHL Montreal,3,4,PWHL Minnesota,2,3,Verdun Auditorium | Montreal,1,,,4,18,2024
67,2024-04-20 17:00:00+00:00,Final 1st OT,PWHL Montreal,3,2,PWHL Toronto,6,3,Bell Centre | Montréal,1,,,4,20,2024
68,2024-04-20 19:30:00+00:00,Final,PWHL New York,4,1,PWHL Boston,1,2,Prudential Center | Newark,1,,,4,20,2024
59,2024-04-20 23:00:00+00:00,Final,PWHL Ottawa,5,4,PWHL Minnesota,2,0,TD Place | Ottawa,1,,,4,20,2024
60,2024-04-24 23:00:00+00:00,Final,PWHL Montreal,3,5,PWHL New York,4,2,Verdun Auditorium | Montreal,1,,,4,24,2024
69,2024-04-24 23:00:00+00:00,Final SO,PWHL Ottawa,5,3,PWHL Boston,1,2,TD Place | Ottawa,1,,,4,24,2024
62,2024-04-27 16:30:00+00:00,Final,PWHL Ottawa,5,0,PWHL Montreal,3,2,TD Place | Ottawa,1,,,4,27,2024
70,2024-04-27 18:00:00+00:00,Final,PWHL Minnesota,2,1,PWHL Boston,1,2,Xcel Energy Center | St. Paul,1,,,4,27,2024
61,2024-04-28 17:00:00+00:00,Final,PWHL New York,4,2,PWHL Toronto,6,6,UBS Arena | Elmont,1,,,4,28,2024
71,2024-04-30 23:00:00+00:00,Final,PWHL New York,4,4,PWHL Ottawa,5,3,Prudential Center | Newark,1,,,4,30,2024
63,2024-05-01 23:00:00+00:00,Final,PWHL Toronto,6,4,PWHL Minnesota,2,1,Mattamy Athletic Centre | Toronto,1,,,5,1,2024
73,2024-05-04 17:00:00+00:00,Final,PWHL New York,4,5,PWHL Minnesota,2,2,UBS Arena | Elmont,1,,,5,4,2024
64,2024-05-04 19:30:00+00:00,Final,PWHL Boston,1,4,PWHL Montreal,3,3,Tsongas Center | Lowell,1,,,5,4,2024
72,2024-05-05 23:00:00+00:00,Final,PWHL Toronto,6,5,PWHL Ottawa,5,2,Mattamy Athletic Centre | Toronto,1,,,5,5,2024
84,2024-05-08 23:00:00+00:00,Final,PWHL Toronto,6,4,PWHL Minnesota,2,0,Coca-Cola Coliseum | Toronto,3,,,5,8,2024
85,2024-05-09 23:00:00+00:00,Final 1st OT,PWHL Montreal,3,1,PWHL Boston,1,2,Place Bell | Laval,3,,,5,9,2024
86,2024-05-10 23:00:00+00:00,Final,PWHL Toronto,6,2,PWHL Minnesota,2,0,Coca-Cola Coliseum | Toronto,3,,,5,10,2024
87,2024-05-11 23:00:00+00:00,Final 3rd OT,PWHL Montreal,3,1,PWHL Boston,1,2,Place Bell | Laval,3,,,5,11,2024
88,2024-05-14 00:00:00+00:00,Final,PWHL Minnesota,2,2,PWHL Toronto,6,0,Xcel Energy Center | St. Paul,3,,,5,14,2024
89,2024-05-14 23:00:00+00:00,Final 1st OT,PWHL Boston,1,3,PWHL Montreal,3,2,Tsongas Center | Lowell,3,,,5,14,2024
90,2024-05-16 00:00:00+00:00,Final 2nd OT,PWHL Minnesota,2,1,PWHL Toronto,6,0,Xcel Energy Center | St. Paul,3,,,5,16,2024
92,2024-05-17 23:00:00+00:00,Final,PWHL Toronto,6,1,PWHL Minnesota,2,4,Coca-Cola Coliseum | Toronto,3,,,5,17,2024
94,2024-05-19 21:00:00+00:00,Final,PWHL Boston,1,4,PWHL Minnesota,2,3,Tsongas Center | Lowell,3,,,5,19,2024
95,2024-05-21 23:00:00+00:00,Final,PWHL Boston,1,0,PWHL Minnesota,2,3,Tsongas Center | Lowell,3,,,5,21,2024
96,2024-05-24 23:00:00+00:00,Final,PWHL Minnesota,2,4,PWHL Boston,1,1,Xcel Energy Center | St. Paul,3,,,5,24,2024
97,2024-05-26 22:00:00+00:00,Final 2nd OT,PWHL Minnesota,2,0,PWHL Boston,1,1,Xcel Energy Center | St. Paul,3,,,5,26,2024
98,2024-05-29 23:00:00+00:00,Final,PWHL Boston,1,0,PWHL Minnesota,2,3,Tsongas Center | Lowell,3,,,5,29,2024
99,2024-11-20 19:00:00+00:00,Final,Boston Fleet,1,3,Montréal Victoire,3,1,Verdun Auditorium | Montreal,4,,,11,20,2024
100,2024-11-20 19:15:00+00:00,Final,Minnesota Frost,2,3,Toronto Sceptres,6,1,Ford Performance Centre | Toronto,4,,,11,20,2024
101,2024-11-21 19:00:00+00:00,Final,Ottawa Charge,5,6,Boston Fleet,1,1,Verdun Auditorium | Montreal,4,,,11,21,2024
102,2024-11-21 19:30:00+00:00,Final 1st OT,New York Sirens,4,3,Minnesota Frost,2,4,Ford Performance Centre | Toronto,4,,,11,21,2024
103,2024-11-22 19:00:00+00:00,Final,Montréal Victoire,3,6,Ottawa Charge,5,3,Verdun Auditorium | Montreal,4,,,11,22,2024
104,2024-11-22 19:30:00+00:00,Final,Toronto Sceptres,6,2,New York Sirens,4,5,Ford Performance Centre | Toronto,4,,,11,22,2024
105,2024-11-30 19:00:00+00:00,Final,Toronto Sceptres,6,3,Boston Fleet,1,1,Coca-Cola Coliseum | Toronto,5,,,11,30,2024
106,2024-11-30 22:00:00+00:00,Final SO,Montréal Victoire,3,4,Ottawa Charge,5,3,Place Bell | Laval,5,,,11,30,2024
107,2024-12-01 23:00:00+00:00,Final 1st OT,Minnesota Frost,2,3,New York Sirens,4,4,Xcel Energy Center | St. Paul,5,,,12,1,2024
108,2024-12-04 00:00:00+00:00,Final,Ottawa Charge,5,3,Toronto Sceptres,6,2,TD Place | Ottawa,5,,,12,4,2024
109,2024-12-05 00:00:00+00:00,Final,Boston Fleet,1,1,Minnesota Frost,2,2,Tsongas Center | Lowell,5,,,12,5,2024
110,2024-12-05 00:00:00+00:00,Final,Montréal Victoire,3,1,New York Sirens,4,4,Place Bell | Laval,5,,,12,5,2024
172,2024-12-07 00:00:00+00:00,Final,Ottawa Charge,5,1,Montréal Victoire,3,2,Canadian Tire Centre | Ottawa,5,,,12,7,2024
111,2024-12-07 19:00:00+00:00,Final,Toronto Sceptres,6,3,Minnesota Frost,2,6,Coca-Cola Coliseum | Toronto,5,,,12,7,2024
112,2024-12-08 21:00:00+00:00,Final,Boston Fleet,1,4,New York Sirens,4,2,Tsongas Center | Lowell,5,,,12,8,2024
113,2024-12-18 00:00:00+00:00,Final,Boston Fleet,1,3,Ottawa Charge,5,2,Tsongas Center | Lowell,5,,,12,18,2024
114,2024-12-19 00:00:00+00:00,Final,New York Sirens,4,4,Toronto Sceptres,6,2,Prudential Center | Newark,5,,,12,19,2024
115,2024-12-20 01:00:00+00:00,Final,Minnesota Frost,2,5,Ottawa Charge,5,2,Xcel Energy Center | St. Paul,5,,,12,20,2024
116,2024-12-21 19:00:00+00:00,Final 1st OT,Toronto Sceptres,6,3,Montréal Victoire,3,4,Coca-Cola Coliseum | Toronto,5,,,12,21,2024
117,2024-12-22 17:00:00+00:00,Final SO,New York Sirens,4,3,Minnesota Frost,2,4,Prudential Center | Newark,5,,,12,22,2024
118,2024-12-28 00:00:00+00:00,Final,Toronto Sceptres,6,4,Boston Fleet,1,2,Coca-Cola Coliseum | Toronto,5,,,12,28,2024
119,2024-12-28 19:00:00+00:00,Final,Minnesota Frost,2,2,Montréal Victoire,3,3,Xcel Energy Center | St. Paul,5,,,12,28,2024
120,2024-12-29 18:00:00+00:00,Final,New York Sirens,4,1,Ottawa Charge,5,3,Prudential Center | Newark,5,,,12,29,2024
121,2024-12-31 00:00:00+00:00,Final,Montréal Victoire,3,3,Boston Fleet,1,1,Place Bell | Laval,5,,,12,31,2024
122,2025-01-01 00:00:00+00:00,Final,Toronto Sceptres,6,1,Ottawa Charge,5,2,Coca-Cola Coliseum | Toronto,5,,,1,1,2025
123,2025-01-03 00:30:00+00:00,Final 1st OT,Minnesota Frost,2,4,Boston Fleet,1,3,Xcel Energy Center | St. Paul,5,,,1,3,2025
124,2025-01-04 19:00:00+00:00,Final,Minnesota Frost,2,0,New York Sirens,4,5,Xcel Energy Center | St. Paul,5,,,1,4,2025
173,2025-01-05 21:00:00+00:00,Final SO,Boston Fleet,1,3,Montréal Victoire,3,2,Climate Pledge Arena | Seattle,5,,,1,5,2025
125,2025-01-08 00:00:00+00:00,Final,New York Sirens,4,2,Ottawa Charge,5,3,Prudential Center | Newark,5,,,1,8,2025
126,2025-01-09 00:30:00+00:00,Final 1st OT,Minnesota Frost,2,2,Boston Fleet,1,1,Xcel Energy Center | St. Paul,5,,,1,9,2025
174,2025-01-09 03:00:00+00:00,Final,Toronto Sceptres,6,2,Montréal Victoire,3,4,Rogers Arena | Vancouver,5,,,1,9,2025
127,2025-01-11 19:00:00+00:00,Final 1st OT,Ottawa Charge,5,1,Boston Fleet,1,2,TD Place | Ottawa,5,,,1,11,2025
128,2025-01-12 17:00:00+00:00,Final 1st OT,New York Sirens,4,1,Toronto Sceptres,6,0,Prudential Center | Newark,5,,,1,12,2025
175,2025-01-12 20:00:00+00:00,Final,Minnesota Frost,2,4,Montréal Victoire,3,2,Ball Arena | Denver,5,,,1,12,2025
129,2025-01-15 00:00:00+00:00,Final,Ottawa Charge,5,2,Toronto Sceptres,6,4,TD Place | Ottawa,5,,,1,15,2025
130,2025-01-16 00:00:00+00:00,Final SO,New York Sirens,4,3,Minnesota Frost,2,2,Prudential Center | Newark,5,,,1,16,2025
131,2025-01-18 00:00:00+00:00,Final,Montréal Victoire,3,4,Minnesota Frost,2,2,Place Bell | Laval,5,,,1,18,2025
176,2025-01-19 18:00:00+00:00,Final,Montréal Victoire,3,2,Ottawa Charge,5,1,Videotron Centre | Quebec City,5,,,1,19,2025
132,2025-01-22 00:00:00+00:00,Final,Minnesota Frost,2,0,Ottawa Charge,5,1,Xcel Energy Center | St. Paul,5,,,1,22,2025
133,2025-01-23 00:00:00+00:00,Final,Boston Fleet,1,4,Toronto Sceptres,6,1,Tsongas Center | Lowell,5,,,1,23,2025
177,2025-01-25 19:00:00+00:00,Final,Toronto Sceptres,6,4,New York Sirens,4,2,Scotiabank Arena | Toronto,5,,,1,25,2025
134,2025-01-26 20:00:00+00:00,Final,Minnesota Frost,2,5,Boston Fleet,1,2,Xcel Energy Center | St. Paul,5,,,1,26,2025
135,2025-01-28 00:00:00+00:00,Final,Ottawa Charge,5,0,New York Sirens,4,3,TD Place | Ottawa,5,,,1,28,2025
136,2025-01-29 00:00:00+00:00,Final SO,Minnesota Frost,2,4,Toronto Sceptres,6,3,Xcel Energy Center | St. Paul,5,,,1,29,2025
137,2025-01-30 00:00:00+00:00,Final,Montréal Victoire,3,4,Ottawa Charge,5,1,Place Bell | Laval,5,,,1,30,2025
138,2025-01-31 00:00:00+00:00,Final SO,Montréal Victoire,3,4,Toronto Sceptres,6,3,Place Bell | Laval,5,,,1,31,2025
139,2025-02-01 00:00:00+00:00,Final SO,Boston Fleet,1,3,New York Sirens,4,2,Tsongas Center | Lowell,5,,,2,1,2025
140,2025-02-01 19:00:00+00:00,Final,Toronto Sceptres,6,4,Ottawa Charge,5,2,Coca-Cola Coliseum | Toronto,5,,,2,1,2025
141,2025-02-02 18:00:00+00:00,Final,New York Sirens,4,1,Montréal Victoire,3,2,Prudential Center | Newark,5,,,2,2,2025
142,2025-02-12 00:00:00+00:00,Final 1st OT,Toronto Sceptres,6,3,Minnesota Frost,2,2,Coca-Cola Coliseum | Toronto,5,,,2,12,2025
143,2025-02-13 00:00:00+00:00,Final,New York Sirens,4,0,Boston Fleet,1,4,Prudential Center | Newark,5,,,2,13,2025
144,2025-02-14 00:00:00+00:00,Final,Ottawa Charge,5,8,Minnesota Frost,2,3,TD Place | Ottawa,5,,,2,14,2025
145,2025-02-15 00:00:00+00:00,Final,Toronto Sceptres,6,3,Boston Fleet,1,1,Coca-Cola Coliseum | Toronto,5,,,2,15,2025
146,2025-02-15 19:00:00+00:00,Final,Montréal Victoire,3,6,New York Sirens,4,2,Place Bell | Laval,5,,,2,15,2025
147,2025-02-16 18:00:00+00:00,Final,Boston Fleet,1,4,Minnesota Frost,2,2,Tsongas Center | Lowell,5,,,2,16,2025
178,2025-02-16 21:00:00+00:00,Final 1st OT,Ottawa Charge,5,2,Toronto Sceptres,6,3,Rogers Place | Edmonton,5,,,2,16,2025
148,2025-02-17 21:00:00+00:00,Final,New York Sirens,4,1,Boston Fleet,1,4,Prudential Center | Newark,5,,,2,17,2025
149,2025-02-19 00:00:00+00:00,Final,Montréal Victoire,3,0,Minnesota Frost,2,4,Place Bell | Laval,5,,,2,19,2025
150,2025-02-20 00:00:00+00:00,Final,New York Sirens,4,1,Toronto Sceptres,6,4,Prudential Center | Newark,5,,,2,20,2025
151,2025-02-21 00:00:00+00:00,Final 1st OT,Ottawa Charge,5,2,Boston Fleet,1,3,TD Place | Ottawa,5,,,2,21,2025
152,2025-02-22 19:00:00+00:00,Final,Ottawa Charge,5,3,Montréal Victoire,3,1,TD Place | Ottawa,5,,,2,22,2025
153,2025-02-23 18:30:00+00:00,Final,Minnesota Frost,2,1,Toronto Sceptres,6,2,Xcel Energy Center | St. Paul,5,,,2,23,2025
179,2025-02-23 21:00:00+00:00,Final SO,New York Sirens,4,2,Boston Fleet,1,3,KeyBank Center | Buffalo,5,,,2,23,2025
154,2025-02-26 00:00:00+00:00,Final,Montréal Victoire,3,3,Toronto Sceptres,6,1,Place Bell | Laval,5,,,2,26,2025
155,2025-02-27 00:00:00+00:00,Final 1st OT,Ottawa Charge,5,5,New York Sirens,4,4,TD Place | Ottawa,5,,,2,27,2025
180,2025-03-01 19:00:00+00:00,Final 1st OT,Montréal Victoire,3,3,Boston Fleet,1,2,Bell Centre | Montréal,5,,,3,1,2025
156,2025-03-05 00:00:00+00:00,Final SO,Montréal Victoire,3,2,Minnesota Frost,2,1,Place Bell | Laval,5,,,3,5,2025
157,2025-03-06 00:00:00+00:00,Final,Boston Fleet,1,5,New York Sirens,4,2,Tsongas Center | Lowell,5,,,3,6,2025
158,2025-03-07 00:00:00+00:00,Final,Toronto Sceptres,6,4,Montréal Victoire,3,1,Coca-Cola Coliseum | Toronto,5,,,3,7,2025
181,2025-03-08 00:00:00+00:00,Final,Minnesota Frost,2,5,Ottawa Charge,5,0,Lenovo Center | Raleigh,5,,,3,8,2025
182,2025-03-08 19:00:00+00:00,Final 1st OT,Boston Fleet,1,2,Montréal Victoire,3,3,Agganis Arena | Boston,5,,,3,8,2025
159,2025-03-09 17:00:00+00:00,Final 1st OT,Toronto Sceptres,6,1,Minnesota Frost,2,2,Coca-Cola Coliseum | Toronto,5,,,3,9,2025
160,2025-03-11 23:00:00+00:00,Final,Ottawa Charge,5,3,Minnesota Frost,2,2,TD Place | Ottawa,5,,,3,11,2025
161,2025-03-12 23:00:00+00:00,Final 1st OT,New York Sirens,4,3,Montréal Victoire,3,2,Prudential Center | Newark,5,,,3,12,2025
162,2025-03-15 18:00:00+00:00,Final,Ottawa Charge,5,2,Boston Fleet,1,5,TD Place | Ottawa,5,,,3,15,2025
183,2025-03-16 23:30:00+00:00,Final,New York Sirens,4,4,Minnesota Frost,2,1,Little Caesars Arena | Detroit,5,,,3,16,2025
163,2025-03-18 23:00:00+00:00,Final SO,Boston Fleet,1,3,Montréal Victoire,3,2,Tsongas Center | Lowell,5,,,3,18,2025
164,2025-03-19 23:00:00+00:00,Final,Toronto Sceptres,6,2,New York Sirens,4,1,Coca-Cola Coliseum | Toronto,5,,,3,19,2025
165,2025-03-22 16:00:00+00:00,Final,New York Sirens,4,2,Ottawa Charge,5,5,Prudential Center | Newark,5,,,3,22,2025
166,2025-03-23 16:00:00+00:00,Final,Montréal Victoire,3,1,Toronto Sceptres,6,2,Place Bell | Laval,5,,,3,23,2025
167,2025-03-25 23:00:00+00:00,Final,Ottawa Charge,5,3,New York Sirens,4,6,TD Place | Ottawa,5,,,3,25,2025
184,2025-03-26 23:00:00+00:00,Final,Boston Fleet,1,2,Toronto Sceptres,6,4,Agganis Arena | Boston,5,,,3,26,2025
168,2025-03-27 00:00:00+00:00,Final,Minnesota Frost,2,1,Montréal Victoire,3,4,Xcel Energy Center | St. Paul,5,,,3,27,2025
185,2025-03-29 18:00:00+00:00,Final,Boston Fleet,1,1,Ottawa Charge,5,2,Enterprise Center | St. Louis,5,,,3,29,2025
169,2025-03-30 17:00:00+00:00,Final,Minnesota Frost,2,5,Toronto Sceptres,6,2,Xcel Energy Center | St. Paul,5,,,3,30,2025
170,2025-04-01 23:00:00+00:00,Final,Montréal Victoire,3,0,New York Sirens,4,1,Place Bell | Laval,5,,,4,1,2025
171,2025-04-02 23:00:00+00:00,Final,Boston Fleet,1,0,Ottawa Charge,5,4,Tsongas Center | Lowell,5,,,4,2,2025
188,2025-04-26 16:00:00+00:00,Final,Ottawa Charge,5,3,Montréal Victoire,3,2,TD Place | Ottawa,5,,,4,26,2025
187,2025-04-26 18:00:00+00:00,Final,Boston Fleet,1,3,Toronto Sceptres,6,0,Tsongas Center | Lowell,5,,,4,26,2025
186,2025-04-27 18:00:00+00:00,Final,Minnesota Frost,2,0,New York Sirens,4,2,Xcel Energy Center | St. Paul,5,,,4,27,2025
