game_id,date,name,short_name,home_name,home_id,home_score,away_name,away_id,away_score,status,venue_full_name,season,is_postseason,month,day,year
609378,2021-12-01 20:05:00+00:00,Nice at Paris Saint-Germain,NICE @ PSG,Paris Saint-Germain,160,0,Nice,2502,0,STATUS_FULL_TIME,Parc des Princes,2021-2022,0,12,1,2021
609362,2021-12-04 16:00:00+00:00,Brest at Marseille,BRE @ OLM,Marseille,176,1,Brest,6997,2,STATUS_FULL_TIME,Orange Vélodrome,2021-2022,0,12,4,2021
609370,2021-12-04 18:00:00+00:00,Troyes at Lille,TRY @ LILL,Lille,166,2,Troyes,170,1,STATUS_FULL_TIME,Decathlon Arena - Stade Pierre-Mauroy,2021-2022,0,12,4,2021
609367,2021-12-04 20:00:00+00:00,Paris Saint-Germain at Lens,PSG @ RCL,Lens,175,1,Paris Saint-Germain,160,1,STATUS_FULL_TIME,Stade Félix Bollaert-Delélis,2021-2022,0,12,4,2021
609368,2021-12-05 12:00:00+00:00,Stade Rennais at Saint-Étienne,REN @ ASSE,Saint-Étienne,178,0,Stade Rennais,169,5,STATUS_FULL_TIME,Stade Geoffroy-Guichard,2021-2022,0,12,5,2021
609365,2021-12-05 14:00:00+00:00,Metz at AS Monaco,METZ @ MON,AS Monaco,174,4,Metz,177,0,STATUS_FULL_TIME,Stade Louis II,2021-2022,0,12,5,2021
609366,2021-12-05 14:00:00+00:00,Nantes at Lorient,NAN @ LOR,Lorient,273,0,Nantes,165,1,STATUS_FULL_TIME,Stade du Moustoir - Yves Allainmat,2021-2022,0,12,5,2021
609363,2021-12-05 14:00:00+00:00,Clermont Foot at Montpellier,CLE @ MON,Montpellier,274,1,Clermont Foot,3171,0,STATUS_FULL_TIME,Stade de la Mosson,2021-2022,0,12,5,2021
609361,2021-12-05 14:00:00+00:00,Angers at Stade de Reims,ANG @ REIM,Stade de Reims,3243,1,Angers,7868,2,STATUS_FULL_TIME,Stade Auguste-Delaune II,2021-2022,0,12,5,2021
609369,2021-12-05 16:00:00+00:00,Strasbourg at Nice,STR @ NICE,Nice,2502,0,Strasbourg,180,3,STATUS_FULL_TIME,Allianz Riviera,2021-2022,0,12,5,2021
609364,2021-12-05 19:45:00+00:00,Lyon at Bordeaux,LYON @ BOR,Bordeaux,159,2,Lyon,167,2,STATUS_FULL_TIME,Stade Atlantique,2021-2022,0,12,5,2021
609354,2021-12-10 20:00:00+00:00,Lens at Nantes,RCL @ NAN,Nantes,165,3,Lens,175,2,STATUS_FULL_TIME,La Beaujoire-Louis-Fonteneau,2021-2022,0,12,10,2021
609358,2021-12-11 16:00:00+00:00,Montpellier at Brest,MON @ BRE,Brest,6997,0,Montpellier,274,4,STATUS_FULL_TIME,Stade Francis-Le Blé,2021-2022,0,12,11,2021
609360,2021-12-11 20:00:00+00:00,Saint-Étienne at Stade de Reims,ASSE @ REIM,Stade de Reims,3243,2,Saint-Étienne,178,0,STATUS_FULL_TIME,Stade Auguste-Delaune II,2021-2022,0,12,11,2021
609356,2021-12-12 12:00:00+00:00,Lyon at Lille,LYON @ LILL,Lille,166,0,Lyon,167,0,STATUS_FULL_TIME,Decathlon Arena - Stade Pierre-Mauroy,2021-2022,0,12,12,2021
609353,2021-12-12 14:00:00+00:00,Clermont Foot at Angers,CLE @ ANG,Angers,7868,0,Clermont Foot,3171,1,STATUS_FULL_TIME,Stade Raymond Kopa,2021-2022,0,12,12,2021
