game_id,date,month,day,year,home_id,home_name,home_score,away_id,away_name,away_score,venue_full_name,is_postseason,season,home_win_pct,home_point_diff,home_recent_win_pct,home_recent_point_diff,away_win_pct,away_point_diff,away_recent_win_pct,away_recent_point_diff,home_playoff_wins,away_playoff_wins,playoff_wins,home_win_badness,away_win_badness,home_point_diff_badness,away_point_diff_badness,home_badness,away_badness,team_badness,total_points,scoring_mean,scoring_std,ideal_scoring,scoring_badness,actual_margin,team_quality,competitiveness,uncompetitiveness,scoring_entertainment,team_quality_weight,competitiveness_weight,scoring_weight,actual_watchability,uncompetitiveness_weight,team_weight,actual_slop,slop_percentile,watchability_percentile
609484,2021-09-10 19:00:00+00:00,9,10,2021,273,Lorient,2,166,Lille,1,Stade du Moustoir - Yves Allainmat,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,3,,,,,1,,,,,,,,,,,,,
609482,2021-09-11 15:00:00+00:00,9,11,2021,160,Paris Saint-Germain,4,3171,Clermont Foot,0,Parc des Princes,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,4,,,,,4,,,,,,,,,,,,,
609485,2021-09-11 19:00:00+00:00,9,11,2021,174,AS Monaco,0,176,Marseille,2,Stade Louis II,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,2,,,,,2,,,,,,,,,,,,,
609487,2021-09-12 11:00:00+00:00,9,12,2021,274,Montpellier,2,178,Saint-Étienne,0,Stade de la Mosson,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,2,,,,,2,,,,,,,,,,,,,
609483,2021-09-12 13:00:00+00:00,9,12,2021,159,Bordeaux,2,175,Lens,3,Stade Atlantique,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,5,,,,,1,,,,,,,,,,,,,
609481,2021-09-12 13:00:00+00:00,9,12,2021,6997,Brest,1,7868,Angers,1,Stade Francis-Le Blé,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,2,,,,,0,,,,,,,,,,,,,
609490,2021-09-12 13:00:00+00:00,9,12,2021,177,Metz,0,170,Troyes,2,Stade Saint-Symphorien,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,2,,,,,2,,,,,,,,,,,,,
609488,2021-09-12 13:00:00+00:00,9,12,2021,169,Stade Rennais,0,3243,Stade de Reims,2,Roazhon Park,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,2,,,,,2,,,,,,,,,,,,,
609486,2021-09-12 15:00:00+00:00,9,12,2021,165,Nantes,0,2502,Nice,2,La Beaujoire-Louis-Fonteneau,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,2,,,,,2,,,,,,,,,,,,,
609489,2021-09-12 18:45:00+00:00,9,12,2021,167,Lyon,3,180,Strasbourg,1,Groupama Stadium,0,2021-2022,,,,,,,,,0,0,0,,,,,,,,4,,,,,2,,,,,,,,,,,,,
